image;Majority Human;GPT-4o;GPT-4o Explanation
markus.soeder/2021-09-17_11-05-37_UTC_2.jpg;Individual Voter Contact;Campaign Event;The image shows individuals in a setting that appears to be an exhibition or a tour, possibly related to a campaign event or a visit to a facility. The focus is on the interaction with the environment rather than direct voter contact or media work.
abaerbock/2021-09-23_19-16-58_UTC_1.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician speaking directly to a crowd, indicating a direct interaction with voters. This setting suggests a personal engagement rather than a formal event.
cdu/2021-09-18_17-06-46_UTC_10.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a group of people, including a politician, taking a selfie with voters. This indicates a direct, personal interaction between the politician and the public.
olafscholz_20-09-2021_00:00_video5.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a behind-the-scenes moment with a photographer and a person in a casual setting, likely preparing for or during an informal activity.
saskiaesken_17-09-2021_00:00_image2.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a group of people seated in a casual setting, likely discussing cultural topics. The text overlay suggests an informal exchange rather than a formal event, indicating a behind-the-scenes look at a meeting or discussion.
robert.habeck_13-09-2021_00:00_image10.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a voter, likely signing an autograph or engaging in a personal conversation. This emphasizes direct, face-to-face engagement with the public.
armin_laschet_17-09-2021_00:00_image11.jpeg;Individual Voter Contact;Campaign Event;The image shows a group of people, likely including politicians, posing together in a public setting. The presence of a logo and the informal nature of the gathering suggest it is part of a campaign event.
christianlindner_26-09-2021_00:00_image4.jpeg;Individual Voter Contact;Campaign Event;The image shows a group of people, including a politician, walking towards a campaign event. The text overlay indicates they are heading to a campaign event in Düsseldorf.
cdu_26-09-2021_00:00_video4.jpeg;Individual Voter Contact;Campaign Event;The image shows a public gathering with prominent figures, likely indicating a formal event or rally. The presence of a crowd and the welcoming text suggest an organized event.
abaerbock_26-09-2021_00:00_image1.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a group of people in a casual setting, indicating personal engagement with voters.
spdde_18-09-2021_00:00_image0.jpeg;Individual Voter Contact;Media Work;The image shows a person conducting an interview, which involves media-related activities. This aligns with the 'Media Work' category as it depicts interaction with media tools and coverage.
armin_laschet/2021-09-17_12-59-07_UTC_3.jpg;Individual Voter Contact;Campaign Material;The image shows a group of people, including a politician, posing with campaign posters. This setting suggests a promotional activity related to the election campaign.
cdu/2021-09-18_13-19-15_UTC_10.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician taking a selfie with a group of people, indicating direct, personal interaction with voters.
olafscholz_22-09-2021_00:00_video10.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a casual setting, likely taking selfies, which indicates direct engagement with the public.
olafscholz/2021-09-14_20-32-47_UTC.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a member of the public in a casual setting, suggesting a personal engagement.
saskiaesken/2021-09-25_15-04-13_UTC_3.jpg;Individual Voter Contact;Individual Voter Contact;The image shows individuals holding SPD flags and interacting in a public space, suggesting a direct engagement with voters.
olafscholz_20-09-2021_00:00_video6.jpeg;Individual Voter Contact;Campaign Event;The image shows a politician interacting with a crowd holding banners and signs, likely before or after a televised debate. This setting suggests a public gathering related to a campaign event.
abaerbock/2021-09-20_18-22-45_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a large crowd gathered in front of a speaker, indicating a public gathering or rally. This setting is typical of a campaign event where a politician addresses an audience.
christianlindner_17-09-2021_00:00_image3.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to a large crowd from a stage, indicating a formal gathering or rally. This setting is typical of a campaign event where a politician addresses an audience.
robert.habeck_17-09-2021_00:00_video7.jpeg;Campaign Event;Campaign Event;The image shows a performance on a stage with an audience, indicating a public event setting.
cdu_23-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker, indicating a formal event. The presence of a crowd and a political banner suggests it is a campaign event.
die_gruenen_25-09-2021_00:00_video26.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with an audience, indicating a formal gathering or rally.
robert.habeck_15-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage in front of an audience, which is typical of a political event or rally.
armin_laschet_22-09-2021_00:00_image5.jpeg;Campaign Event;Campaign Event;The image shows a large gathering of people in front of a building, likely indicating a political event or rally. The presence of a crowd and the setting suggest it is a public event organized by a political party.
robert.habeck/2021-09-21_07-27-48_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker addressing an audience, which is typical of a political rally or event.
robert.habeck/2021-09-12_14-21-03_UTC.jpg;Campaign Event;Campaign Event;The image shows a person speaking to a crowd in an outdoor setting, which is typical of a political rally or public gathering. The presence of an audience and the speaker suggests a formal campaign event.
christlichsozialeunion/2021-09-17_15-29-38_UTC_6.jpg;Campaign Event;Campaign Event;The image shows a politician on stage at a formal event, with a podium and audience, indicating a public gathering or rally.
nicola_beer/2021-09-19_09-58-49_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a microphone, which is typical of a formal gathering or speech. The background and setting suggest a public event.
cdu/2021-09-21_20-02-32_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with an audience clapping, indicating a formal gathering or speech.
nicola_beer_20-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a formal gathering with a speaker addressing an audience, which is typical of a political event or conference setting.
